host_response_time_within a day;host_response_time_within a few hours;host_response_time_within an hour;host_response_time_nan;property_type_Apartment;property_type_Bed and breakfast;property_type_Boat;property_type_Boutique hotel;property_type_Cabin;property_type_Camper/RV;property_type_Condominium;property_type_Cottage;property_type_Earth house;property_type_Guest suite;property_type_Guesthouse;property_type_Hostel;property_type_Hotel;property_type_House;property_type_Houseboat;property_type_Loft;property_type_Nature lodge;property_type_Other;property_type_Resort;property_type_Serviced apartment;property_type_Townhouse;property_type_Treehouse;property_type_Villa;property_type_nan;room_type_Private room;room_type_Shared room;room_type_nan;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;bed_type_nan;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_60;cancellation_policy_nan;host_since;host_response_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_has_profile_pic;host_identity_verified;latitude;longitude;is_location_exact;bathrooms;accommodates;bedrooms;beds;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;instant_bookable;is_business_travel_ready;require_guest_profile_picture;require_guest_phone_verification;avg_rating;amenities_TV;amenities_CableTV;amenities_Internet;amenities_Wifi;amenities_Kitchen;amenities_Elevator;amenities_Heating;amenities_Smokedetector;amenities_Essentials;amenities_Shampoo;amenities_Hangers;amenities_Hairdryer;host_verifications_email;host_verifications_phone;host_verifications_reviews;host_verifications_jumio;host_verifications_government_id;amenities_Wheelchairaccessible;amenities_Paidparkingoffpremises;amenities_Breakfast;amenities_Buzzer/wirelessintercom;amenities_Washer;amenities_Iron;amenities_Laptopfriendlyworkspace;amenities_Hotwater;amenities_Hostgreetsyou;host_verifications_facebook;amenities_Freeparkingonpremises;amenities_Family/kidfriendly;amenities_Lockonbedroomdoor;amenities_Bathtub;amenities_Windowguards;amenities_Room-darkeningshades;amenities_Bedlinens;amenities_Extrapillowsandblankets;amenities_Ethernetconnection;amenities_Microwave;amenities_Coffeemaker;amenities_Refrigerator;amenities_Dishwasher;amenities_Dishesandsilverware;amenities_Cookingbasics;amenities_Oven;amenities_Stove;amenities_Singlelevelhome;amenities_Patioorbalcony;amenities_Gardenorbackyard;amenities_Luggagedropoffallowed;amenities_Longtermstaysallowed;amenities_Step-freeaccess;amenities_Flatpathtofrontdoor;amenities_Well-litpathtoentrance;amenities_Wideclearancetobed;amenities_Accessible-heightbed;amenities_Accessible-heighttoilet;amenities_Wideclearancetoshower;amenities_toilet;amenities_Waterfront;amenities_Lakeaccess;amenities_Handheldshowerhead;host_verifications_offline_government_id;amenities_Petsallowed;amenities_Petsliveonthisproperty;amenities_Dog(s);amenities_Cat(s);amenities_Freestreetparking;amenities_Hottub;amenities_Indoorfireplace;amenities_Dryer;amenities_Children’sbooksandtoys;amenities_Pocketwifi;amenities_Other;amenities_24-hourcheck-in;amenities_translationmissing:en.hosting_amenity_49;amenities_translationmissing:en.hosting_amenity_50;amenities_Firstaidkit;host_verifications_selfie;host_verifications_identity_manual;amenities_BBQgrill;amenities_Airconditioning;amenities_Fireextinguisher;amenities_Cleaningbeforecheckout;host_verifications_manual_online;host_verifications_manual_offline;amenities_Carbonmonoxidedetector;host_verifications_work_email;amenities_Highchair;amenities_Crib;amenities_Pack’nPlay/travelcrib;amenities_Babybath;amenities_Changingtable;amenities_Privateentrance;amenities_Widehallwayclearance;amenities_Paidparkingonpremises;amenities_Selfcheck-in;amenities_Lockbox;amenities_Gym;amenities_Fullkitchen;amenities_Safetycard;amenities_Keypad;amenities_Smartlock;amenities_Bathtubwithbathchair;amenities_Otherpet(s);amenities_Privatelivingroom;amenities_Gameconsole;amenities_;host_verifications_kba;amenities_Suitableforevents;amenities_Widedoorway;amenities_Wideentryway;amenities_Roll-inshower;amenities_Fireplaceguards;amenities_Outletcovers;amenities_Pool;amenities_Smokingallowed;amenities_Buildingstaff;amenities_Children’sdinnerware;amenities_Disabledparkingspot;amenities_Showerchair;amenities_Beachfront;amenities_Babysitterrecommendations;amenities_Beachessentials;amenities_Fixedgrabbarsforshower;host_verifications_google;amenities_Tablecornerguards;amenities_Babymonitor;amenities_Firmmattress;amenities_Stairgates;amenities_EVcharger;amenities_Bodysoap;amenities_Bathtowel;amenities_Toiletpaper;amenities_Bedroomcomforts;amenities_Bathroomessentials;amenities_Hotwaterkettle;amenities_Ski-in/Ski-out;host_verifications_weibo;amenities_Fixedgrabbarsfortoilet;host_verifications_zhima_selfie;host_verifications_sent_id;amenities_Mobilehoist;amenities_Doorman;amenities_Groundflooraccess;amenities_SmartTV;amenities_Balcony;amenities_Netflix;amenities_Airpurifier;amenities_Heatedfloors;amenities_Minifridge;amenities_Hammock;amenities_Printer;amenities_Breakfasttable;amenities_HBOGO;amenities_Memoryfoammattress;amenities_Ensuitebathroom;amenities_Outdoorseating;amenities_Soakingtub;amenities_Outdoorparking;amenities_Walk-inshower;amenities_Kitchenette;dist_to_center
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.350560739922216;18.058711470305322;1;1.0;5;2.0;3.0;;697.0;-1.0;-1.0;-1.0;300.0;400.0;1;1125;1;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0221992404530855
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;0.0;0;1;1;1;1;59.31299940699518;18.07950680501988;0;1.0;2;1.0;1.0;;995.0;-1.0;-1.0;-1.0;300.0;112.0;7;1125;20;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5851408481519373
0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;100.0;0;1;1;1;0;59.279890214953916;18.110471738127558;0;2.0;6;3.0;6.0;;1502.0;-1.0;-1.0;3000.0;1500.0;1000.0;4;21;6;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.474124993658344
1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1277596800000000.0;75.0;0;2;2;1;0;59.31197605990379;18.06293462913943;1;1.0;2;0.0;2.0;;977.0;-1.0;-1.0;0.0;500.0;0.0;3;10;25;98.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.658573555888862
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.30202522953888;18.09965920855049;1;1.0;4;3.0;4.0;;1701.0;-1.0;-1.0;-1.0;500.0;0.0;2;7;1;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.996406329031601
1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1277596800000000.0;100.0;0;1;1;1;0;59.31640466045018;18.04023558607807;0;1.0;4;3.0;4.0;;1448.0;6243.0;-1.0;-1.0;-1.0;0.0;7;1125;4;95.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5377536719947296
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1277596800000000.0;75.0;1;1;1;1;0;59.30995905252506;18.06755194322046;1;1.5;2;1.0;1.0;;516.0;1600.0;5900.0;0.0;185.0;350.0;3;90;10;100.0;1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.651876756582755
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.31278086240396;18.076062064969992;1;2.0;4;2.0;3.0;;1701.0;-1.0;-1.0;2500.0;499.0;0.0;4;12;3;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4170004182366063
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;0.0;1;1;1;1;1;59.28356377727082;18.087596514006812;1;1.5;7;5.0;7.0;;2298.0;-1.0;-1.0;-1.0;-1.0;350.0;3;30;25;98.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.762909673219689
1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1277596800000000.0;100.0;0;1;1;1;1;59.33637449951186;18.081661147210614;1;1.5;2;1.0;1.0;;697.0;-1.0;-1.0;-1.0;500.0;0.0;3;1125;2;80.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6697854550854139
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;0.0;0;1;1;1;1;59.303859517774725;18.106193960543557;1;1.0;5;2.0;4.0;;1194.0;-1.0;-1.0;1500.0;495.0;0.0;1;1125;27;99.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.489568893168048
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1277596800000000.0;100.0;0;2;2;1;0;59.34925136061357;18.063052178091127;1;1.0;1;1.0;1.0;;905.0;-1.0;-1.0;-1.0;-1.0;0.0;14;1125;0;0.0;0;0;0;0;90.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.705542508235263
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.34280706525539;18.057528377974435;1;1.0;3;1.0;1.0;;986.0;5000.0;-1.0;2000.0;500.0;0.0;7;1125;12;84.0;1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.40030368791331
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1277596800000000.0;100.0;0;1;1;1;0;59.34110263371524;18.047996292827484;0;1.0;3;1.0;1.0;;887.0;-1.0;-1.0;2000.0;500.0;300.0;2;15;128;96.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0658458311056345
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1277596800000000.0;0.0;0;1;1;1;1;59.32599546148047;18.006619265356036;0;1.0;2;0.0;1.0;;887.0;-1.0;-1.0;1343.0;300.0;0.0;4;1125;23;86.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.136667833550582
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;100.0;1;1;1;1;0;59.285676881844815;18.0821967418599;1;2.5;8;4.0;6.0;;2751.0;-1.0;-1.0;-1.0;0.0;300.0;3;30;25;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.3522243301085375
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1277596800000000.0;100.0;0;3;3;1;0;59.37223783122017;17.924788100868014;1;2.0;7;4.0;4.0;;2579.0;-1.0;-1.0;-1.0;-1.0;0.0;2;1125;9;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.94465619486855
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.2923411640718;18.0868081497799;1;1.0;3;1.0;2.0;;1755.0;-1.0;-1.0;-1.0;-1.0;0.0;1;21;1;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8811510032889327
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1277596800000000.0;0.0;0;2;2;1;1;59.3481685018709;18.043485185839298;1;1.0;4;0.0;2.0;;950.0;-1.0;-1.0;-1.0;1000.0;0.0;2;1125;8;88.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9106575526521827
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1277596800000000.0;0.0;0;1;1;1;1;59.257712543081425;18.089033090259868;1;1.0;2;1.0;1.0;;299.0;-1.0;-1.0;0.0;150.0;150.0;2;2;52;84.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.40637968063892
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.33648654187784;18.0301354400411;1;1.0;3;2.0;3.0;;1086.0;-1.0;-1.0;4524.0;452.0;0.0;5;30;0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.690369125285619
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1277596800000000.0;0.0;0;1;1;1;0;59.31674950165815;18.048943354444994;1;1.0;2;1.0;1.0;;1348.0;-1.0;-1.0;0.0;0.0;0.0;3;15;32;94.0;1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.606748245595343
