host_response_time_within a day;host_response_time_within a few hours;host_response_time_within an hour;host_response_time_nan;property_type_Apartment;property_type_Barn;property_type_Bed and breakfast;property_type_Boat;property_type_Boutique hotel;property_type_Bungalow;property_type_Camper/RV;property_type_Chalet;property_type_Condominium;property_type_Guest suite;property_type_Guesthouse;property_type_Hotel;property_type_House;property_type_Loft;property_type_Other;property_type_Resort;property_type_Serviced apartment;property_type_Tiny house;property_type_Townhouse;property_type_Villa;property_type_nan;room_type_Private room;room_type_Shared room;room_type_nan;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;bed_type_nan;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60;cancellation_policy_nan;host_since;host_response_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_has_profile_pic;host_identity_verified;latitude;longitude;is_location_exact;bathrooms;accommodates;bedrooms;beds;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;instant_bookable;is_business_travel_ready;require_guest_profile_picture;require_guest_phone_verification;avg_rating;amenities_TV;amenities_CableTV;amenities_Wifi;amenities_Airconditioning;amenities_Kitchen;amenities_Freeparkingonpremises;amenities_Heating;amenities_Washer;amenities_Dryer;amenities_Smokedetector;amenities_Carbonmonoxidedetector;amenities_Essentials;amenities_Shampoo;amenities_24-hourcheck-in;amenities_Hangers;amenities_Hairdryer;amenities_Iron;amenities_Laptopfriendlyworkspace;amenities_translationmissing:en.hosting_amenity_49;amenities_translationmissing:en.hosting_amenity_50;amenities_Hotwater;amenities_Bedlinens;amenities_Extrapillowsandblankets;amenities_Microwave;amenities_Coffeemaker;amenities_Refrigerator;amenities_Dishwasher;amenities_Dishesandsilverware;amenities_Cookingbasics;amenities_Oven;amenities_Stove;host_verifications_email;host_verifications_phone;host_verifications_reviews;amenities_Internet;amenities_Freestreetparking;amenities_Family/kidfriendly;amenities_Firstaidkit;amenities_Fireextinguisher;amenities_Lockonbedroomdoor;amenities_Selfcheck-in;amenities_Keypad;amenities_Privateentrance;amenities_Bathtub;amenities_Luggagedropoffallowed;amenities_Longtermstaysallowed;host_verifications_kba;amenities_Safetycard;amenities_Hostgreetsyou;host_verifications_jumio;host_verifications_government_id;host_verifications_work_email;amenities_Paidparkingoffpremises;amenities_Doorman;amenities_Elevator;amenities_Patioorbalcony;amenities_Other;host_verifications_offline_government_id;host_verifications_selfie;host_verifications_identity_manual;amenities_Ethernetconnection;amenities_Singlelevelhome;amenities_Indoorfireplace;amenities_Wheelchairaccessible;amenities_Pool;amenities_Gym;amenities_Buildingstaff;amenities_Paidparkingonpremises;amenities_Petsallowed;amenities_Pack’nPlay/travelcrib;amenities_Breakfast;amenities_Petsliveonthisproperty;amenities_Lockbox;amenities_Buzzer/wirelessintercom;amenities_Smartlock;host_verifications_facebook;amenities_Gardenorbackyard;amenities_Waterfront;host_verifications_google;amenities_Washer/Dryer;amenities_Cleaningbeforecheckout;amenities_Dog(s);amenities_Cat(s);host_verifications_manual_offline;amenities_Privatelivingroom;amenities_Flatpathtofrontdoor;amenities_Well-litpathtoentrance;amenities_Step-freeaccess;amenities_Smokingallowed;amenities_Hottub;amenities_Hotwaterkettle;amenities_Widedoorway;amenities_Outletcovers;amenities_Highchair;amenities_Stairgates;amenities_Children’sbooksandtoys;amenities_Crib;amenities_Room-darkeningshades;amenities_Children’sdinnerware;amenities_Babysitterrecommendations;amenities_Gameconsole;amenities_BBQgrill;amenities_Roll-inshower;amenities_Disabledparkingspot;amenities_Lakeaccess;amenities_Beachessentials;amenities_Accessible-heightbed;amenities_Firmmattress;amenities_Otherpet(s);amenities_Wideclearancetobed;amenities_Bathtubwithbathchair;amenities_EVcharger;amenities_Suitableforevents;amenities_Widehallwayclearance;amenities_Accessible-heighttoilet;amenities_Wideentryway;amenities_Changingtable;amenities_Fireplaceguards;amenities_Babybath;amenities_Wideclearancetoshower;amenities_toilet;amenities_Electricprofilingbed;host_verifications_manual_online;amenities_;amenities_Handheldshowerhead;amenities_Windowguards;amenities_Pocketwifi;amenities_Babymonitor;amenities_Fixedgrabbarsforshower;host_verifications_weibo;amenities_Beachfront;host_verifications_sent_id;amenities_Showerchair;amenities_Privatebathroom;amenities_Ski-in/Ski-out;host_verifications_sesame;host_verifications_sesame_offline;amenities_Fixedgrabbarsfortoilet;amenities_Tablecornerguards;host_verifications_zhima_selfie;amenities_Poolwithpoolhoist;dist_to_center
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.34671047234268;-71.07770712540359;1;2.0;5;2.0;3.0;;185.0;-1.0;-1.0;-1.0;100.0;0.0;2;1125;2;60.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2211943420015037
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.34640823784515;-71.079837710634;1;1.0;3;1.0;2.0;;219.0;-1.0;-1.0;-1.0;100.0;0.0;3;1125;2;90.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4558129834873883
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.345936047248294;-71.0797046489665;1;3.0;3;1.0;2.0;;219.0;-1.0;-1.0;-1.0;100.0;0.0;3;1125;0;0.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.444852902192464
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1228262400000000.0;0.0;0;1;1;1;0;42.34867013464364;-71.09442102048162;1;1.0;3;0.0;2.0;;150.0;-1.0;-1.0;-1.0;-1.0;0.0;1;1125;0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.052958258086608
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;1;1;1;1;42.31968702097964;-71.11296924688942;1;1.0;6;3.0;5.0;;300.0;2100.0;-1.0;0.0;180.0;0.0;4;10;14;98.0;1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.274915971247362
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.35064237939513;-71.05991949930576;1;1.0;3;1.0;2.0;;135.0;-1.0;-1.0;-1.0;100.0;0.0;7;1125;0;0.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3928569561946095
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.351461800825156;-71.05931099915966;1;1.0;3;1.0;2.0;;209.0;-1.0;-1.0;-1.0;100.0;0.0;20;1125;0;0.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33833849861855686
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.349733816781615;-71.0605232110554;1;2.0;5;2.0;3.0;;299.0;-1.0;-1.0;-1.0;100.0;0.0;20;1125;6;97.0;0;0;0;0;88.94736842105263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45537725049767147
0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1228262400000000.0;0.0;0;1;1;1;0;42.330929835488185;-71.04146397218635;1;2.0;4;1.0;1.0;;150.0;700.0;-1.0;-1.0;50.0;30.0;3;1125;21;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1576596796443304
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.351341904003895;-71.0604915822739;1;2.0;5;2.0;3.0;;299.0;-1.0;-1.0;-1.0;100.0;0.0;20;1125;2;80.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.405687086530674
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;98.0;0;33;33;1;0;42.34964226006277;-71.0843452927662;1;1.0;6;2.0;2.0;;239.0;-1.0;-1.0;-1.0;100.0;0.0;2;1125;34;81.0;0;0;0;0;89.35714285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9322884321927685
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.364795850531934;-71.07010306472651;1;2.0;5;2.0;3.0;;245.0;-1.0;-1.0;-1.0;100.0;0.0;5;1125;0;0.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.328148206120455
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.364801672919455;-71.06865495357738;1;1.0;3;1.0;2.0;;195.0;-1.0;-1.0;-1.0;100.0;0.0;5;1125;0;0.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1680224818313623
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;100.0;0;6;6;1;1;42.28971393207284;-71.0614035036455;0;1.0;4;1.0;2.0;;67.0;550.0;-1.0;250.0;30.0;15.0;1;14;128;91.0;1;0;0;0;90.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5798844748515424
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1228262400000000.0;0.0;0;1;1;1;1;42.338323186341185;-71.07629653396533;1;1.0;4;1.0;1.0;;170.0;-1.0;-1.0;200.0;50.0;20.0;2;1125;56;97.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.160336848700672
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1228262400000000.0;100.0;0;1;1;1;1;42.350665618860226;-71.07915281568916;0;1.0;3;1.0;2.0;;350.0;-1.0;-1.0;100.0;100.0;100.0;5;8;21;100.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3534086171724433
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;1;1;1;1;42.36572768898694;-71.03520765193016;1;1.0;5;1.0;2.0;;125.0;695.0;2500.0;250.0;50.0;0.0;7;90;4;95.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5831860308851624
0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1228262400000000.0;0.0;0;2;2;1;1;42.331239624461496;-71.04175689790169;1;2.0;4;2.0;2.0;;250.0;-1.0;-1.0;-1.0;80.0;0.0;1;9;8;93.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1236906056107108
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1228262400000000.0;0.0;0;1;1;1;1;42.3664654444147;-71.05375655569645;1;1.0;2;1.0;2.0;;80.0;-1.0;-1.0;0.0;92.0;0.0;2;1125;101;96.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5537975633188582
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.35125461850827;-71.06124547812514;1;1.0;3;1.0;2.0;;129.0;-1.0;-1.0;-1.0;100.0;0.0;1;1125;1;100.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4636907229998876
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.352068490162296;-71.06194463372994;1;1.0;3;1.0;2.0;;139.0;-1.0;-1.0;-1.0;100.0;0.0;3;1125;2;100.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5041326466348672
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.351605963130176;-71.06154627147038;1;1.0;3;1.0;2.0;;134.0;-1.0;-1.0;-1.0;100.0;0.0;3;1125;1;80.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47970406950796485
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.352141941032684;-71.06351949861497;1;1.0;3;1.0;2.0;;130.0;-1.0;-1.0;-1.0;100.0;0.0;3;1125;1;100.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6532240613383442
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1228262400000000.0;0.0;0;777;777;1;0;42.351509402541545;-71.06333625679352;1;2.0;5;2.0;3.0;;179.0;-1.0;-1.0;-1.0;100.0;0.0;3;1125;0;0.0;0;0;0;0;89.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6459634637849808
